wikidata|samian
Q103188367|1001430
Q103163485|1001431
Q103199686|1001432
Q103193826|1001433
Q103181285|1001434
Q103142057|1001436
Q103197241|1001437
Q103182205|1001438
Q103183060|1001439
Q103192612|1001440
Q103160460|1001441
Q103181137|1001442
Q103172213|1001443
Q103161535|1001444
Q103199590|1001445
Q103159629|1001446
Q103195306|1001447
Q103173406|1001448
Q103196324|1001449
Q103158902|1001450
Q103160819|1001452
Q103192580|1001453
Q103195666|1001454
Q103187809|1001455
Q103160249|1001456
Q103164638|1001458
Q103145798|1001459
Q103189939|1001460
Q103179999|1001461
Q103191769|1001462
Q103193526|1001463
Q103161404|1001464
Q103177744|1001465
Q103191165|1001466
Q103140868|1001467
Q103162534|1001468
Q103159312|1001469
Q103179675|1001470
Q103198000|1001471
Q103159115|1001473
Q103161488|1001474
Q103197687|1001475
Q103165986|1001476
Q103197337|1001477
Q103141458|1001478
Q103160287|1001479
Q103176403|1001480
Q103192443|1001481
Q103178875|1001483
Q103193657|1001484
Q103157977|1001485
Q103186085|1001486
Q103182941|1001487
Q103198346|1001488
Q103192148|1001489
Q103164299|1001490
Q103143401|1001491
Q103200413|1001492
Q103145581|1001493
Q103194047|1001494
Q103171131|1001495
Q103163624|1001496
Q103161898|1001497
Q103188245|1001498
Q103197970|1001499
Q103178572|1001500
Q103143332|1001501
Q103144048|1001502
Q103190069|1001503
Q103193842|1001504
Q103162002|1001505
Q103200169|1001506
Q103155616|1001507
Q103159546|1001508
Q103148522|1001510
Q103189598|1001511
Q103160696|1001512
Q103199992|1001513
Q103163597|1001514
Q103186765|1001515
Q103185180|1001516
Q103197794|1001517
Q103160010|1001518
Q103158557|1001519
Q103161238|1001520
Q103193923|1001522
Q103163196|1001523
Q103198110|1001524
Q103199568|1001525
Q103139984|1001526
Q103200223|1001527
Q103181273|1001528
Q103197842|1001529
Q103196948|1001530
Q103179196|1001531
Q103163110|1001532
Q103158844|1001533
Q103145944|1001534
Q103195497|1001535
Q103184825|1001536
Q103195158|1001537
Q103190994|1001538
Q103161751|1001539
Q103159720|1001540
Q103172255|1001542
Q103177198|1001543
Q103160113|1001544
Q103160598|1001545
Q103158948|1001546
Q103200123|1001547
Q103177430|1001548
Q103174841|1001549
Q103159140|1001550
Q103190380|1001552
Q103186858|1001553
Q103164022|1001554
Q103186037|1001555
Q103151309|1001556
Q103161588|1001557
Q103146445|1001558
Q103164507|1001559
Q103192309|1001560
Q103194280|1001562
Q103187679|1001564
Q103159733|1001565
Q103189882|1001566
Q103160021|1001567
Q103145572|1001568
Q103181294|1001569
Q103158580|1001570
Q103179839|1001571
Q103173348|1001572
Q103181338|1001573
Q103163832|1001574
Q103173990|1001575
Q103191602|1001576
Q103198594|1001577
Q103190841|1001578
Q103176390|1001579
Q103162103|1001580
Q103198694|1001581
Q103197990|1001582
Q103185831|1001583
Q103198898|1001584
Q103155581|1001585
Q103188041|1001586
Q103200231|1001587
Q103198903|1001588
Q103160081|1001589
Q103155629|1001590
Q103188128|1001591
Q103158931|1001592
Q103162733|1001594
Q103197021|1001595
Q103162126|1001596
Q103177804|1001597
Q103159224|1001598
Q103141476|1001599
Q103197587|1001602
Q103164447|1001603
Q103180221|1001604
Q103179128|1001607
Q103150185|1001608
Q103191885|1001609
Q103160244|1001610
Q103188397|1001611
Q103182827|1001612
Q103140012|1001614
Q103183655|1001616
Q103194148|1001618
Q103187774|1001619
Q103141154|1001620
Q103198994|1001621
Q103145258|1001622
Q103182430|1001623
Q103199721|1001624
Q103197643|1001625
Q103167102|1001626
Q103162091|1001627
Q103173884|1001628
Q103158537|1001629
Q103199526|1001630
Q103196569|1001631
Q103189737|1001632
Q103163005|1001633
Q103199126|1001635
Q103159715|1001636
Q103194759|1001637
Q103189409|1001639
Q103164430|1001640
Q103149525|1001641
Q103197551|1001643
Q103176149|1001644
Q103176751|1001645
Q103160586|1001646
Q103160605|1001648
Q103162383|1001649
Q103142251|1001650
Q103168958|1001651
Q103162876|1001652
Q103198834|1001653
Q103160869|1001654
Q103161693|1001655
Q103198008|1001656
Q103156349|1001657
Q103196073|1001658
Q103163850|1001660
Q103161868|1001661
Q103200102|1001662
Q103190033|1001663
Q103200256|1001664
Q103163070|1001665
Q103188754|1001667
Q103166183|1001668
Q103141090|1001670
Q103159371|1001672
Q103160806|1001673
Q103182753|1001674
Q103162404|1001675
Q103150226|1001676
Q103198438|1001677
Q103194729|1001678
Q103199669|1001679
Q103187576|1001680
Q103196373|1001681
Q103189719|1001682
Q103144159|1001683
Q103195249|1001685
Q103174737|1001686
Q103139868|1001687
Q103138462|1001688
Q103148987|1001689
Q103188103|1001690
Q103198636|1001691
Q103186535|1001692
Q103161658|1001693
Q103191456|1001694
Q103162496|1001695
Q103200306|1001696
Q103197351|1001697
Q103160787|1001698
Q103179616|1001699
Q103197600|1001700
Q103187373|1001701
Q103164314|1001702
Q103159768|1001704
Q103198677|1001705
Q103146332|1001706
Q103184169|1001707
Q103199133|1001708
Q103197933|1001709
Q103138140|1001710
Q103189203|1001711
Q103193963|1001712
Q103163026|1001713
Q103196721|1001714
Q103197818|1001715
Q103198404|1001717
Q103191102|1001719
Q103143963|1001720
Q103162062|1001721
Q103195064|1001722
Q103177929|1001723
Q103199447|1001725
Q103199185|1001726
Q103163121|1001727
Q103162117|1001728
Q103144133|1001729
Q103192179|1001730
Q103195374|1001731
Q103162842|1001732
Q103195460|1001734
Q103181407|1001735
Q103199332|1001736
Q103188932|1001737
Q103171219|1001738
Q103200008|1001739
Q103200177|1001740
Q103151338|1001741
Q103191480|1001742
Q103198186|1001743
Q103199110|1001744
Q103171190|1001745
Q103158473|1001746
Q103177162|1001747
Q103149043|1001748
Q103143607|1001749
Q103195211|1001750
Q103191727|1001751
Q103175705|1001752
Q103198168|1001753
Q103195599|1001754
Q103138409|1001755
Q103177630|1001756
Q103161714|1001757
Q103199471|1001758
Q103166144|1001759
Q103159383|1001760
Q103161118|1001761
Q103198948|1001762
Q103158403|1001763
Q103159668|1001764
Q103198557|1001765
Q103154229|1001767
Q103145182|1001768
Q103159162|1001769
Q103186673|1001770
Q103195265|1001771
Q103199388|1001772
Q103198521|1001773
Q103198936|1001774
Q103190981|1001775
Q103197825|1001777
Q103196175|1001778
Q103194871|1001779
Q103173312|1001780
Q103163309|1001782
Q103195547|1001783
Q103140639|1001784
Q103200235|1001786
Q103195531|1001787
Q103172670|1001788
Q103181818|1001789
Q103141340|1001790
Q103175335|1001791
Q103160555|1001793
Q103195242|1001794
Q103146281|1001795
Q103195286|1001796
Q103159323|1001798
Q103188012|1001799
Q103149237|1001800
Q103188326|1001801
Q103162430|1001802
Q103193346|1001803
Q103160368|1001804
Q103159925|1001805
Q103160833|1001806
Q103177589|1001807
Q103162353|1001808
Q103164164|1001809
Q103197229|1001810
Q103162992|1001812
Q103159432|1001813
Q103164130|1001814
Q103148770|1001815
Q103186829|1001816
Q103148847|1001817
Q103185489|1001818
Q103161645|1001819
Q103158457|1001820
Q103160742|1001821
Q103163801|1001822
Q103162444|1001823
Q103183811|1001824
Q103163965|1001825
Q103197960|1001826
Q103145205|1001828
Q103200176|1001829
Q103141827|1001831
Q103150577|1001832
Q103188451|1001833
Q103163745|1001834
Q103163173|1001835
Q103193484|1001836
Q103174572|1001837
Q103161687|1001839
Q103195085|1001840
Q103196470|1001841
Q103179355|1001842
Q103189252|1001843
Q103158107|1001845
Q103163705|1001846
Q103159496|1001847
Q103168265|1001849
Q103171741|1001851
Q103183092|1001852
Q103190042|1001853
Q103155680|1001854
Q103193451|1001855
Q103166415|1001856
Q103163814|1001857
Q103162693|1001858
Q103145846|1001859
Q103199422|1001861
Q103189898|1001862
Q103187862|1001863
Q103159763|1001864
Q103161525|1001865
Q103197516|1001867
Q103160061|1001869
Q103196137|1001870
Q103146621|1001871
Q103200399|1001872
Q103164718|1001873
Q103191593|1001874
Q103199738|1001875
Q103141731|1001876
Q103171110|1001877
Q103164525|1001879
Q103149516|1001880
Q103163321|1001882
Q103184342|1001883
Q103196237|1001884
Q103200067|1001885
Q103164395|1001886
Q103163972|1001887
Q103159458|1001888
Q103174501|1001890
Q103159410|1001891
Q103198795|1001892
Q103150602|1001893
Q103161865|1001894
Q103160738|1001895
Q103145790|1001896
Q103186064|1001898
Q103161484|1001900
Q103198971|1001901
Q103192980|1001903
Q103160773|1001904
Q103190221|1001905
Q103187125|1001907
Q103200197|1001908
Q103197417|1001909
Q103191333|1001910
Q103164403|1001911
Q103159823|1001912
Q103161324|1001913
Q103190879|1001914
Q103184085|1001915
Q103159852|1001916
Q103141174|1001917
Q103163413|1001918
Q103162068|1001919
Q103195220|1001920
Q103165356|1001921
Q103197105|1001922
Q103163018|1001923
Q103192621|1001924
Q103184931|1001925
Q103164667|1001926
Q103162427|1001927
Q103148086|1001928
Q103192806|1001929
Q103161031|1001931
Q103145509|1001932
Q103139568|1001933
Q103187178|1001935
Q103187324|1001936
Q103179809|1001937
Q103162788|1001938
Q103163611|1001939
Q103195540|1001940
Q103195555|1001941
Q103145851|1001942
Q103200060|1001943
Q103143390|1001944
Q103174112|1001945
Q103158885|1001946
Q103162192|1001948
Q103196892|1001949
Q103197658|1001950
Q103161890|1001951
Q103193132|1001952
Q103144170|1001953
Q103160601|1001954
Q103164227|1001955
Q103197699|1001956
Q103159710|1001957
Q103159796|1001958
Q103191309|1001959
Q103161825|1001960
Q103199117|1001961
Q103188743|1001962
Q103159685|1001964
Q103189309|1001965
Q103163472|1001966
Q103179249|1001967
Q103199138|1001968
Q103199512|1001969
Q103189244|1001970
Q103158595|1001971
Q103159447|1001972
Q103174541|1001973
Q103191218|1001975
Q103148561|1001976
Q103160511|1001978
Q103195468|1001979
Q103190584|1001980
Q103189014|1001981
Q103176330|1001982
Q103176437|1001983
Q103146744|1001984
Q103161862|1001985
Q103199199|1001986
Q103195044|1001987
Q103189565|1001988
Q103183371|1001989
Q103166169|1001991
Q103197095|1001992
Q103163638|1001994
Q103187686|1001995
Q103180712|1001996
Q103171409|1001998
Q103149151|1001999
Q103191340|1002000
Q103154322|1002001
Q103161621|1002003
Q103161797|1002004
Q103159678|1002005
Q103145322|1002006
Q103191025|1002007
Q103200404|1002009
Q103164124|1002010
Q103167086|1002011
Q103177340|1002012
Q103197787|1002013
Q103172031|1002014
Q103164437|1002015
Q103192003|1002017
Q103162278|1002018
Q103196390|1002019
Q103200490|1002021
Q103200372|1002022
Q103164217|1002023
Q103192385|1002024
Q103163689|1002025
Q103170738|1002026
Q103187705|1002027
Q103163949|1002028
Q103185148|1002029
Q103160608|1002031
Q103194956|1002032
Q103148508|1002034
Q103160561|1002035
Q103190420|1002036
Q103163754|1002037
Q103192339|1002038
Q103174033|1002039
Q103199370|1002041
Q103160552|1002043
Q103197834|1002044
Q103184139|1002045
Q103158387|1002046
Q103159521|1002047
Q103175909|1002048
Q103188553|1002049
Q103186670|1002050
Q103197767|1002051
Q103175771|1002052
Q103188534|1002053
Q103197741|1002054
Q103199001|1002055
Q103164575|1002057
Q103164019|1002058
Q103199292|1002059
Q103186741|1002060
Q103192332|1002062
Q103191917|1002063
Q103150613|1002064
Q103141668|1002065
Q103162984|1002066
Q103195020|1002068
Q103161697|1002069
Q103164674|1002070
Q103161681|1002071
Q103162639|1002072
Q103198193|1002073
Q103161819|1002074
Q103161004|1002075
Q103143370|1002076
Q103188095|1002077
Q103164386|1002078
Q103187903|1002079
Q103161204|1002080
Q103143361|1002081
Q103146554|1002082
Q103162780|1002083
Q103188637|1002084
Q103162521|1002085
Q103162718|1002086
Q103175408|1002087
Q103185438|1002088
Q103143692|1002089
Q103180738|1002091
Q103191003|1002092
Q103198075|1002093
Q103173085|1002094
Q103149141|1002095
Q103183483|1002097
Q103199434|1002098
Q103184028|1002099
Q103188879|1002100
Q103192557|1002101
Q103186808|1002102
Q103200286|1002103
Q103162772|1002104
Q103190154|1002105
Q103159260|1002106
Q103191434|1002107
Q103160660|1002108
Q103185467|1002109
Q103190319|1002110
Q103174612|1002111
Q103143881|1002112
Q103164065|1002113
Q103189229|1002115
Q103186544|1002116
Q103161459|1002117
Q103195077|1002118
Q103149128|1002119
Q103161961|1002120
Q103161195|1002121
Q103163589|1002122
Q103199298|1002123
Q103199316|1002124
Q103199923|1002125
Q103198729|1002126
Q103195887|1002127
Q103193903|1002128
Q103162499|1002129
Q103145372|1002130
Q103196453|1002131
Q103177510|1002132
Q103161026|1002133
Q103145832|1002134
Q103146755|1002135
Q103162831|1002137
Q103171157|1002138
Q103163697|1002140
Q103187640|1002142
Q103200394|1002143
Q103158989|1002144
Q103160794|1002146
Q103145763|1002147
Q103166114|1002148
Q103193761|1002149
Q103158851|1002150
Q103186596|1002152
Q103160422|1002153
Q103158739|1002154
Q103145656|1002155
Q103161109|1002156
Q103196856|1002157
Q103162555|1002158
Q103190025|1002159
Q103162310|1002160
Q103161468|1002161
Q103159136|1002162
Q103141697|1002163
Q103161655|1002164
Q103148932|1002165
Q103197209|1002166
Q103155892|1002169
Q103164703|1002170
Q103143935|1002171
Q103199953|1002172
Q103159297|1002173
Q103198208|1002174
Q103195038|1002177
Q103143913|1002179
Q103186174|1002180
Q103186495|1002182
Q103160692|1002183
Q103177665|1002184
Q103190437|1002185
Q103163367|1002186
Q103190114|1002187
Q103188790|1002188
Q103194835|1002189
Q103198668|1002190
Q103196213|1002191
Q103197393|1002192
Q103188734|1002193
Q103190927|1002194
Q103192776|1002195
Q103161690|1002196
Q103143675|1002197
Q103146069|1002198
Q103185812|1002199
Q103168894|1002200
Q103158568|1002201
Q103193122|1002202
Q103170948|1002203
Q103162367|1002204
Q103186344|1002205
Q103160829|1002207
Q103150238|1002208
Q103160409|1002209
Q103186756|1002211
Q103172997|1002212
Q103198305|1002215
Q103160997|1002216
Q103189039|1002217
Q103191443|1002218
Q103141509|1002219
Q103161298|1002220
Q103160384|1002223
Q103199277|1002224
Q103148212|1002226
Q103199557|1002227
Q103163478|1002228
Q103171315|1002229
Q103161234|1002230
Q103173447|1002231
Q103180105|1002232
Q103198369|1002235
Q103161805|1002236
Q103195354|1002237
Q103196728|1002238
Q103180560|1002239
Q103171060|1002240
Q103163230|1002241
Q103163419|1002242
Q103193707|1002243
Q103191556|1002244
Q103158807|1002245
Q103193729|1002246
Q103158912|1002247
Q103160615|1002248
Q103197803|1002249
Q103196645|1002250
Q103141135|1002251
Q103191713|1002252
Q103167133|1002253
Q103199342|1002254
Q103187981|1002255
Q103150739|1002256
Q103163140|1002258
Q103197038|1002259
Q103192016|1002260
Q103161001|1002261
Q103149029|1002262
Q103162475|1002263
Q103163000|1002264
Q103145882|1002265
Q103161456|1002266
Q103175873|1002267
Q103187135|1002268
Q103163764|1002269
Q103166189|1002270
Q103198964|1002271
Q103199970|1002273
Q103162131|1002274
Q103191500|1002275
Q103161282|1002276
Q103141148|1002277
Q103197928|1002278
Q103146613|1002279
Q103139929|1002280
Q103194000|1002281
Q103159018|1002282
Q103186113|1002283
Q103187257|1002285
Q103139600|1002286
Q103159591|1002287
Q103198663|1002288
Q103159577|1002289
Q103161626|1002290
Q103194962|1002291
Q103161376|1002292
Q103190534|1002293
Q103161996|1002294
Q103143771|1002295
Q103189506|1002296
Q103162562|1002297
Q103195412|1002298
Q103164363|1002299
Q103160897|1002301
Q103146122|1002302
Q103158323|1002303
Q103160184|1002304
Q103162724|1002305
Q103191534|1002306
Q103146506|1002308
Q103199290|1002309
Q103198869|1002310
Q103162620|1002311
Q103185892|1002312
Q103197167|1002313
Q103138432|1002314
Q103199150|1002315
Q103164264|1002316
Q103163866|1002317
Q103158812|1002318
Q103159742|1002319
Q103142578|1002320
Q103187142|1002321
Q103199732|1002322
Q103194165|1002323
Q103159073|1002324
Q103185994|1002325
Q103154726|1002326
Q103157710|1002327
Q103159517|1002328
Q103197850|1002329
Q103192875|1002330
Q103187512|1002331
Q103168930|1002332
Q103162847|1002333
Q103196043|1002334
Q103172868|1002335
Q103172908|1002336
Q103159215|1002337
Q103159551|1002338
Q103187495|1002339
Q103160712|1002341
Q103170633|1002342
Q103161984|1002343
Q103174936|1002344
Q103146092|1002345
Q103188262|1002346
Q103159274|1002347
Q103177002|1002348
Q103145621|1002349
Q103172946|1002350
Q103165138|1002351
Q103163314|1002352
Q103159107|1002353
Q103186618|1002354
Q103198589|1002355
Q103194804|1002356
Q103193573|1002357
Q103162175|1002358
Q103140887|1002359
Q103187683|1002360
Q103146579|1002362
Q103184640|1002363
Q103174881|1002364
Q103138450|1002365
Q103162414|1002366
Q103181925|1002367
Q103196695|1002368
Q103192478|1002369
Q103193060|1002370
Q103175740|1002371
Q103158795|1002372
Q103194053|1002373
Q103183397|1002374
Q103191181|1002375
Q103198266|1002376
Q103183507|1002377
Q103159674|1002378
Q103199744|1002379
Q103165957|1002380
Q103157885|1002381
Q103181309|1002382
Q103159527|1002383
Q103193099|1002384
Q103139956|1002385
Q103163578|1002387
Q103183984|1002388
Q103199052|1002389
Q103160091|1002391
Q103164600|1002392
Q103189090|1002393
Q103175497|1002394
Q103148605|1002395
Q103188173|1002397
Q103187736|1002398
Q103181433|1002400
Q103159777|1002401
Q103190303|1002402
Q103139730|1002403
Q103175802|1002405
Q103159091|1002406
Q103199863|1002408
Q103193173|1002409
Q103190139|1002410
Q103146131|1002411
Q103191990|1002413
Q103198290|1002414
Q103159600|1002415
Q103173132|1002416
Q103170664|1002417
Q103186504|1002418
Q103192056|1002419
Q103172720|1002420
Q103174825|1002421
Q103181304|1002422
Q103159167|1002425
Q103160477|1002426
Q103159728|1002427
Q103182719|1002428
Q103146767|1002429
Q103180484|1002431
Q103146457|1002432
Q103200324|1002433
Q103146731|1002434
Q103159556|1002437
Q103160361|1002438
Q103155457|1002439
Q103188117|1002441
Q103170849|1002443
Q103188814|1002444
Q103196522|1002445
Q103163010|1002446
Q103162932|1002447
Q103195713|1002448
Q103188693|1002449
Q103160891|1002450
Q103191631|1002451
Q103159077|1002452
Q103185525|1002453
Q103186821|1002454
Q103160136|1002456
Q103193802|1002457
Q103173277|1002459
Q103164321|1002460
Q103188998|1002461
Q103192078|1002462
Q103163289|1002463
Q103199311|1002465
Q103199562|1002466
Q103162869|1002467
Q103158788|1002468
Q103199832|1002469
Q103146403|1002470
Q103200238|1002471
Q103164039|1002472
Q103164416|1002473
Q103163262|1002474
Q103198314|1002475
Q103162821|1002476
Q103163404|1002478
Q103164235|1002479
Q103198610|1002480
Q103199727|1002481
Q103148995|1002482
Q103199203|1002483
Q103175013|1002484
Q103177285|1002486
Q103185235|1002487
Q103189819|1002488
Q103164613|1002489
Q103193402|1002490
Q103158860|1002491
Q103146293|1002492
Q103194271|1002493
Q103145822|1002494
Q103191173|1002495
Q103160191|1002496
Q103179051|1002497
Q103189746|1002498
Q103180869|1002499
Q103163516|1002500
Q103148196|1002501
Q103161186|1002502
Q103198974|1002503
Q103160015|1002504
Q103143944|1002506
Q103199886|1002508
Q103164495|1002511
Q103168974|1002512
Q103158992|1002513
Q103198477|1002514
Q103174789|1002515
Q103162902|1002516
Q103161495|1002518
Q103197368|1002519
Q103190650|1002520
Q103177241|1002521
Q103198845|1002522
Q103197401|1002523
Q103162032|1002524
Q103154933|1002525
Q103185680|1002526
Q103180940|1002527
Q103160901|1002528
Q103163208|1002529
Q103199166|1002530
Q103183955|1002531
Q103190808|1002532
Q103198876|1002533
Q103162625|1002534
Q103195008|1002535
Q103172086|1002536
Q103197732|1002537
Q103176482|1002538
Q103193282|1002539
Q103192747|1002541
Q103196931|1002542
Q103193426|1002543
Q103175603|1002544
Q103197317|1002546
Q103187716|1002547
Q103140426|1002548
Q103199857|1002549
Q103160507|1002551
Q103165385|1002552
Q103196907|1002553
Q103143655|1002554
Q103145591|1002555
Q103187780|1002556
Q103162075|1002557
Q103191813|1002558
Q103138391|1002559
Q103163180|1002560
Q103142373|1002561
Q103172753|1002562
Q103192935|1002563
Q103190705|1002564
Q103143684|1002565
Q103190387|1002566
Q103159861|1002567
Q103163722|1002568
Q103159949|1002571
Q103178622|1002572
Q103198981|1002573
Q103198788|1002574
Q103162141|1002575
Q103189427|1002576
Q103177696|1002577
Q103181617|1002578
Q103158080|1002579
Q103161720|1002580
Q103192232|1002581
Q103195523|1002582
Q103160980|1002583
Q103191859|1002585
Q103164689|1002586
Q103192947|1002587
Q103163343|1002588
Q103193580|1002589
Q103145537|1002590
Q103199584|1002591
Q103199804|1002592
Q103140379|1002593
Q103190784|1002594
Q103195297|1002595
Q103188525|1002596
Q103193971|1002597
Q103143555|1002598
Q103198158|1002599
Q103188982|1002600
Q103163618|1002601
Q103192269|1002602
Q103194866|1002603
Q103180384|1002604
Q103194488|1002605
Q103160676|1002606
Q103164206|1002607
Q103163529|1002608
Q103163493|1002610
Q103187723|1002611
Q103193387|1002612
Q103158351|1002613
Q103165378|1002614
Q103196817|1002615
Q103189654|1002616
Q103161769|1002617
Q103194085|1002618
Q103158123|1002619
Q103159157|1002621
Q103161362|1002622
Q103192039|1002623
Q103187957|1002624
Q103160915|1002626
Q103146718|1002627
Q103197191|1002628
Q103200239|1002629
Q103162938|1002630
Q103191698|1002631
Q103176730|1002632
Q103164587|1002634
Q103163938|1002635
Q103195279|1002636
Q103187485|1002637
Q103163633|1002638
Q103162281|1002639
Q103162465|1002640
Q103185741|1002642
Q103148858|1002643
Q103185561|1002644
Q103140859|1002645
Q103146101|1002646
Q103162253|1002647
Q103198928|1002648
Q103164156|1002649
Q103158655|1002650
Q103163960|1002651
Q103196625|1002652
Q103159234|1002653
Q103194077|1002654
Q103161956|1002656
Q103196220|1002657
Q103162258|1002658
Q103198149|1002659
Q103191087|1002660
Q103160960|1002661
Q103162959|1002662
Q103146650|1002663
Q103195234|1002664
Q103159067|1002665
Q103159424|1002666
Q103198643|1002667
Q103143380|1002668
Q103189327|1002669
Q103179878|1002670
Q103188643|1002671
Q103148653|1002672
Q103146631|1002673
Q103187069|1002674
Q103160216|1002675
Q103163338|1002678
Q103161052|1002679
Q103176165|1002681
Q103191674|1002682
Q103200037|1002683
Q103181492|1002684
Q103184560|1002685
Q103193418|1002686
Q103189793|1002687
Q103191909|1002688
Q103162315|1002689
Q103161709|1002690
Q103191609|1002692
Q103163903|1002693
Q103193564|1002694
Q103179647|1002695
Q103181912|1002696
Q103189864|1002697
Q103187047|1002698
Q103161420|1002700
Q103154287|1002701
Q103164458|1002703
Q103159814|1002704
Q103188373|1002705
Q103174437|1002706
Q103198216|1002707
Q103198598|1002708
Q103166262|1002709
Q103182874|1002710
Q103197069|1002711
Q103177827|1002712
Q103175959|1002713
Q103165993|1002714
Q103197061|1002715
Q103199535|1002716
Q103197408|1002718
Q103158936|1002719
Q103195051|1002720
Q103164160|1002721
Q103196291|1002723
Q103199979|1002724
Q103151323|1002725
Q103160822|1002726
Q103148759|1002727
Q103162399|1002728
Q103193305|1002729
Q103162801|1002730
Q103179159|1002731
Q103164657|1002732
Q103200233|1002733
Q103196516|1002734
Q103185598|1002735
Q103185286|1002736
Q103162670|1002737
Q103159096|1002738
Q103185496|1002741
Q103199303|1002742
Q103197219|1002743
Q103138664|1002744
Q103177557|1002745
Q103189384|1002746
Q103161930|1002747
Q103198482|1002748
Q103159918|1002749
Q103155126|1002750
Q103146222|1002751
Q103138154|1002753
Q103194890|1002754
Q103191140|1002755
Q103198030|1002756
Q103143590|1002757
Q103195642|1002758
Q103165974|1002759
Q103187917|1002760
Q103185723|1002761
Q103162017|1002763
Q103199715|1002764
Q103148493|1002765
Q103167123|1002766
Q103143300|1002767
Q103162840|1002768
Q103200186|1002769
Q103155602|1002770
Q103197538|1002771
Q103198957|1002772
Q103199564|1002773
Q103144062|1002774
Q103161426|1002775
Q103138592|1002776
Q103186519|1002777
Q103193090|1002778
Q103146247|1002779
Q103161175|1002780
Q103199348|1002781
Q103191048|1002782
Q103189844|1002783
Q103148972|1002784
Q103187107|1002785
Q103187345|1002786
Q103187439|1002787
Q103179461|1002788
Q103173186|1002789
Q103174775|1002790
Q103162066|1002791
Q103195870|1002792
Q103180771|1002793
Q103193546|1002794
Q103180527|1002795
Q103170805|1002796
Q103198909|1002797
Q103145612|1002798
Q103161649|1002799
Q103194468|1002800
Q103190832|1002801
Q103160976|1002802
Q103160724|1002803
Q103171930|1002806
Q103191754|1002807
Q103188158|1002808
Q103194720|1002809
Q103145407|1002810
Q103186609|1002811
Q103197674|1002812
Q103187667|1002814
Q103162793|1002816
Q103166085|1002817
Q103161880|1002818
Q103162237|1002820
Q103145919|1002822
Q103193913|1002823
Q103195481|1002824
Q103196899|1002825
Q103159181|1002826
Q103200330|1002827
Q103160257|1002828
Q103159569|1002829
Q103163169|1002831
Q103143872|1002832
Q103163544|1002833
Q103163441|1002834
Q103188607|1002835
Q103175131|1002836
Q103162448|1002837
Q103190575|1002838
Q103184885|1002839
Q103164609|1002840
Q103199622|1002841
Q103186628|1002842
Q103162005|1002843
Q103173946|1002844
Q103163401|1002845
Q103192845|1002847
Q103198617|1002848
Q103199324|1002849
Q103159190|1002850
Q103146355|1002851
Q103192452|1002852
Q103146639|1002853
Q103139944|1002854
Q103172889|1002857
Q103154439|1002859
Q103143814|1002860
Q103164547|1002861
Q103158433|1002862
Q103162755|1002863
Q103189143|1002864
Q103198461|1002865
Q103145382|1002866
Q103199179|1002867
Q103159751|1002868
Q103142004|1002870
Q103175564|1002871
Q103143924|1002872
Q103193646|1002873
Q103161785|1002874
Q103199517|1002875
Q103191996|1002876
Q103159103|1002877
Q103191054|1002878
Q103179968|1002879
Q103189168|1002880
Q103161081|1002881
Q103195681|1002882
Q103188202|1002883
Q103200188|1002884
Q103158162|1002885
Q103198889|1002886
Q103163253|1002887
Q103140569|1002888
