wikidata|samian
Q103150544|1002889
Q103160910|1002890
Q103164356|1002891
Q103170525|1002893
Q103198943|1002894
Q103192995|1002895
Q103171085|1002896
Q103193356|1002897
Q103143498|1002898
Q103155750|1002899
Q103178669|1002900
Q103198914|1002902
Q103146470|1002903
Q103188319|1002904
Q103185633|1002905
Q103187261|1002906
Q103146490|1002908
Q103159355|1002909
Q103141751|1002910
Q103198382|1002911
Q103159392|1002912
Q103149098|1002913
Q103164562|1002914
Q103199631|1002915
Q103196120|1002916
Q103156396|1002917
Q103164557|1002918
Q103199898|1002919
Q103164514|1002920
Q103187661|1002921
Q103190943|1002922
Q103196967|1002923
Q103193786|1002924
Q103199797|1002925
Q103163997|1002927
Q103181390|1002928
Q103141783|1002931
Q103189367|1002932
Q103190172|1002933
Q103179215|1002934
Q103146434|1002936
Q103190413|1002937
Q103165389|1002938
Q103188720|1002939
Q103159030|1002940
Q103164582|1002941
Q103192572|1002942
Q103192693|1002943
Q103170767|1002944
Q103148538|1002945
Q103183244|1002946
Q103187235|1002947
Q103141419|1002948
Q103138732|1002949
Q103168920|1002950
Q103191157|1002951
Q103162783|1002952
Q103192666|1002953
Q103164013|1002954
Q103141428|1002955
Q103192156|1002956
Q103197754|1002957
Q103196229|1002959
Q103186603|1002960
Q103199458|1002961
Q103187360|1002962
Q103199251|1002963
Q103191618|1002964
Q103162827|1002965
Q103148886|1002966
Q103191041|1002968
Q103192407|1002969
Q103164572|1002970
Q103163269|1002971
Q103191932|1002972
Q103190338|1002973
Q103192255|1002974
Q103195025|1002975
Q103162808|1002978
Q103146305|1002979
Q103199415|1002981
Q103161876|1002982
Q103157825|1002983
Q103187474|1002984
Q103194536|1002985
Q103193231|1002987
Q103194637|1002988
Q103190205|1002990
Q103187193|1002991
Q103138118|1002992
Q103190800|1002993
Q103157849|1002994
Q103163781|1002995
Q103199928|1002996
Q103164441|1002997
Q103189335|1002998
Q103189487|1002999
Q103197532|1003000
Q103200201|1003001
Q103157787|1003003
Q103191403|1003004
Q103192791|1003006
Q103163132|1003007
Q103183031|1003008
Q103161303|1003009
Q103162020|1003010
Q103199891|1003011
Q103192200|1003012
Q103160861|1003013
Q103178854|1003014
Q103162269|1003015
Q103198154|1003016
Q103138261|1003017
Q103143485|1003018
Q103142608|1003019
Q103160582|1003020
Q103188821|1003021
Q103162760|1003022
Q103199643|1003024
Q103174369|1003025
Q103144190|1003026
Q103141835|1003027
Q103189459|1003028
Q103160197|1003029
Q103164541|1003030
Q103198115|1003031
Q103194256|1003032
Q103164553|1003033
Q103163825|1003034
Q103162964|1003035
Q103145168|1003036
Q103191965|1003037
Q103195721|1003038
Q103183938|1003039
Q103192186|1003040
Q103198331|1003041
Q103140386|1003042
Q103163430|1003043
Q103163855|1003044
Q103181997|1003046
Q103160145|1003047
Q103193109|1003048
Q103148697|1003049
Q103142189|1003051
Q103190446|1003052
Q103197360|1003056
Q103197308|1003057
Q103138125|1003058
Q103200158|1003059
Q103180265|1003060
Q103150681|1003061
Q103163652|1003062
Q103188421|1003063
Q103172352|1003064
Q103159639|1003065
Q103160547|1003066
Q103160266|1003067
Q103200459|1003068
Q103160730|1003069
Q103161285|1003070
Q103198722|1003071
Q103160518|1003073
Q103155930|1003074
Q103154971|1003075
Q103171995|1003076
Q103184378|1003077
Q103183271|1003078
Q103197607|1003080
Q103146522|1003081
Q103191982|1003082
Q103195648|1003083
Q103148945|1003085
Q103193890|1003087
Q103189070|1003088
Q103196604|1003089
Q103185214|1003090
Q103162461|1003091
Q103139753|1003093
Q103183565|1003094
Q103179008|1003095
Q103175677|1003097
Q103198197|1003098
Q103161218|1003099
Q103187627|1003100
Q103180164|1003101
Q103190957|1003102
Q103158486|1003103
Q103148877|1003104
Q103163987|1003106
Q103163943|1003107
Q103159302|1003108
Q103185475|1003110
Q103163498|1003111
Q103157935|1003112
Q103180604|1003113
Q103171526|1003114
Q103164311|1003116
Q103195826|1003117
Q103191206|1003118
Q103162927|1003120
Q103163925|1003121
Q103163216|1003122
Q103181352|1003123
Q103141030|1003124
Q103163087|1003126
Q103163776|1003127
Q103142589|1003128
Q103199398|1003129
Q103184799|1003130
Q103200349|1003132
Q103164534|1003133
Q103163447|1003134
Q103148825|1003135
Q103188837|1003136
Q103186378|1003137
Q103192541|1003138
Q103198241|1003139
Q103189197|1003140
Q103154792|1003141
Q103198257|1003142
Q103165965|1003143
Q103140367|1003144
Q103146586|1003145
Q103160973|1003146
Q103179939|1003148
Q103166221|1003149
Q103162291|1003150
Q103158064|1003152
Q103141720|1003153
Q103161345|1003154
Q103188713|1003155
Q103186750|1003157
Q103195146|1003158
Q103166408|1003159
Q103192224|1003160
Q103194221|1003161
Q103200132|1003162
Q103170474|1003163
Q103150728|1003164
Q103143894|1003165
Q103198235|1003166
Q103158767|1003167
Q103172619|1003168
Q103199411|1003169
Q103164033|1003170
Q103196595|1003171
Q103175273|1003172
Q103162713|1003173
Q103188800|1003174
Q103162707|1003175
Q103189680|1003176
Q103158896|1003177
Q103163844|1003179
Q103143342|1003180
Q103198801|1003181
Q103200204|1003182
Q103196997|1003183
Q103158527|1003184
Q103161947|1003185
Q103181653|1003186
Q103190966|1003187
Q103161198|1003188
Q103162296|1003189
Q103141707|1003190
Q103164408|1003191
Q103199440|1003192
Q103159125|1003193
Q103160339|1003195
Q103158633|1003196
Q103196356|1003197
Q103158685|1003198
Q103174263|1003199
Q103145562|1003200
Q103198917|1003201
Q103172059|1003203
Q103175365|1003204
Q103160656|1003205
Q103149462|1003207
Q103142227|1003208
Q103182689|1003209
Q103183721|1003210
Q103199849|1003211
Q103199156|1003212
Q103187547|1003213
Q103161921|1003214
Q103190770|1003215
Q103179107|1003216
Q103166155|1003217
Q103190429|1003218
Q103181847|1003219
Q103158233|1003220
Q103194858|1003221
Q103163305|1003222
Q103175477|1003223
Q103188286|1003224
Q103186580|1003225
Q103160922|1003226
Q103142475|1003227
Q103161981|1003228
Q103177903|1003229
Q103198018|1003230
Q103190403|1003231
Q103191805|1003232
Q103181547|1003233
Q103187059|1003234
Q103193466|1003235
Q103181607|1003236
Q103192683|1003237
Q103199382|1003238
Q103199771|1003239
Q103140971|1003240
Q103193025|1003241
Q103185311|1003243
Q103161353|1003244
Q103149476|1003245
Q103163890|1003246
Q103185589|1003247
Q103175038|1003249
Q103190714|1003250
Q103193937|1003251
Q103195015|1003252
Q103148629|1003253
Q103177026|1003254
Q103199550|1003255
Q103155494|1003256
Q103184420|1003257
Q103162662|1003258
Q103176417|1003259
Q103163063|1003260
Q103200263|1003261
Q103189549|1003263
Q103188342|1003264
Q103179731|1003265
Q103199844|1003267
Q103199563|1003268
Q103160121|1003269
Q103190917|1003270
Q103148064|1003271
Q103200246|1003272
Q103189397|1003273
Q103192964|1003274
Q103158914|1003275
Q103181523|1003276
Q103186647|1003277
Q103170827|1003278
Q103165371|1003279
Q103189134|1003280
Q103166227|1003281
Q103197494|1003282
Q103172370|1003283
Q103199791|1003284
Q103185917|1003285
Q103163161|1003286
Q103198281|1003287
Q103146079|1003288
Q103163482|1003289
Q103183843|1003290
Q103183452|1003291
Q103163410|1003292
Q103197454|1003293
Q103159617|1003295
Q103192217|1003296
Q103143629|1003297
Q103148868|1003298
Q103188940|1003299
Q103197860|1003300
Q103197342|1003301
Q103193738|1003302
Q103179173|1003303
Q103198340|1003304
Q103176126|1003305
Q103145643|1003307
Q103195510|1003308
Q103192461|1003309
Q103162957|1003310
Q103181535|1003311
Q103155526|1003312
Q103191796|1003313
Q103148136|1003314
Q103199520|1003315
Q103159027|1003316
Q103187962|1003317
Q103161843|1003318
Q103186482|1003320
Q103159885|1003321
Q103184668|1003322
Q103187517|1003323
Q103175091|1003324
Q103142599|1003325
Q103145192|1003327
Q103187404|1003328
Q103141899|1003329
Q103185091|1003330
Q103138607|1003331
Q103187282|1003332
Q103189993|1003333
Q103164071|1003335
Q103198761|1003336
Q103199561|1003338
Q103163298|1003339
Q103160766|1003340
Q103149079|1003341
Q103154507|1003342
Q103148833|1003343
Q103163567|1003344
Q103196982|1003345
Q103191372|1003346
Q103171450|1003347
Q103146788|1003348
Q103186722|1003349
Q103180138|1003350
Q103196703|1003351
Q103198512|1003352
Q103190682|1003353
Q103194304|1003354
Q103160612|1003356
Q103164112|1003357
Q103150764|1003358
Q103160205|1003361
Q103196457|1003362
Q103197705|1003363
Q103162853|1003364
Q103157753|1003365
Q103186657|1003366
Q103176217|1003367
Q103179077|1003368
Q103187633|1003369
Q103193076|1003370
Q103190865|1003371
Q103161975|1003372
Q103197135|1003373
Q103192920|1003374
Q103158968|1003375
Q103191231|1003376
Q103142434|1003377
Q103187034|1003378
Q103145927|1003379
Q103139814|1003380
Q103175305|1003381
Q103138416|1003382
Q103198804|1003383
Q103162967|1003384
Q103162690|1003385
Q103160496|1003386
Q103160948|1003387
Q103158246|1003388
Q103176781|1003389
Q103189906|1003390
Q103185519|1003391
Q103195111|1003392
Q103187816|1003394
Q103149283|1003395
Q103163013|1003396
Q103187655|1003397
Q103186678|1003399
Q103161577|1003400
Q103200014|1003401
Q103158755|1003402
Q103183334|1003403
Q103166253|1003404
Q103185053|1003405
Q103181465|1003406
Q103159121|1003407
Q103145720|1003408
Q103179915|1003409
Q103162373|1003410
Q103192103|1003412
Q103161145|1003413
Q103145234|1003414
Q103159415|1003415
Q103160700|1003416
Q103198375|1003417
Q103155335|1003418
Q103159985|1003419
Q103158193|1003420
Q103198883|1003421
Q103193518|1003422
Q103199038|1003423
Q103181189|1003424
Q103194560|1003425
Q103188591|1003426
Q103176704|1003427
Q103195569|1003428
Q103161250|1003429
Q103155258|1003430
Q103196710|1003431
Q103146824|1003433
Q103143510|1003435
Q103193778|1003436
Q103161755|1003438
Q103200050|1003439
Q103148053|1003440
Q103145908|1003441
Q103200478|1003442
Q103162526|1003443
Q103182920|1003444
Q103189495|1003445
Q103166148|1003446
Q103193260|1003447
Q103146241|1003448
Q103190229|1003449
Q103187616|1003450
Q103195789|1003451
Q103192025|1003452
Q103189591|1003453
Q103160645|1003454
Q103163817|1003456
Q103145810|1003457
Q103160054|1003458
Q103143447|1003459
Q103163665|1003461
Q103164341|1003462
Q103164708|1003464
Q103196557|1003465
Q103161968|1003466
Q103193506|1003467
Q103155655|1003468
Q103172970|1003469
Q103159561|1003470
Q103190264|1003471
Q103161310|1003472
Q103199013|1003473
Q103190558|1003474
Q103180361|1003475
Q103142636|1003476
Q103163385|1003477
Q103161566|1003478
Q103194651|1003480
Q103168243|1003481
Q103143983|1003482
Q103195935|1003483
Q103194713|1003484
Q103159982|1003485
Q103186144|1003486
Q103162137|1003487
Q103161925|1003488
Q103163030|1003489
Q103146178|1003490
Q103174089|1003491
Q103163189|1003492
Q103155844|1003493
Q103171921|1003494
Q103199502|1003495
Q103159112|1003497
Q103197439|1003498
Q103159239|1003499
Q103171819|1003500
Q103164057|1003501
Q103158873|1003502
Q103196652|1003504
Q103176633|1003505
Q103165174|1003506
Q103190486|1003507
Q103187855|1003508
Q103161607|1003509
Q103159178|1003510
Q103160170|1003511
Q103162604|1003515
Q103199580|1003516
Q103197558|1003518
Q103163525|1003520
Q103189295|1003521
Q103196876|1003522
Q103145492|1003523
Q103164297|1003524
Q103172339|1003525
Q103148786|1003526
Q103195099|1003527
Q103190352|1003528
Q103164028|1003529
Q103196149|1003530
Q103187340|1003531
Q103180029|1003532
Q103161949|1003533
Q103176426|1003534
Q103179513|1003535
Q103159436|1003536
Q103191190|1003537
Q103199514|1003538
Q103187354|1003539
Q103139937|1003541
Q103159467|1003542
Q103172233|1003543
Q103163080|1003544
Q103199281|1003545
Q103138778|1003546
Q103179309|1003547
Q103182524|1003548
Q103139898|1003549
Q103148731|1003550
Q103194798|1003551
Q103194777|1003552
Q103148964|1003553
Q103162438|1003554
Q103150660|1003556
Q103162023|1003557
Q103162590|1003558
Q103176458|1003559
Q103158445|1003560
Q103180667|1003561
Q103143520|1003562
Q103198630|1003563
Q103181086|1003564
Q103191958|1003566
Q103161156|1003567
Q103182557|1003568
Q103191485|1003569
Q103149449|1003570
Q103163736|1003572
Q103172577|1003573
Q103198131|1003574
Q103177959|1003575
Q103163040|1003576
Q103189031|1003578
Q103192548|1003580
Q103194124|1003581
Q103196246|1003582
Q103140845|1003583
Q103160405|1003585
Q103192363|1003587
Q103188470|1003588
Q103148642|1003589
Q103190525|1003590
Q103159621|1003591
Q103159959|1003592
Q103197430|1003593
Q103187503|1003594
Q103158709|1003595
Q103160436|1003597
Q103166174|1003598
Q103186467|1003600
Q103168251|1003602
Q103184061|1003603
Q103193180|1003604
Q103186526|1003605
Q103154479|1003606
Q103150213|1003607
Q103162513|1003608
Q103159870|1003609
Q103146260|1003610
Q103142345|1003611
Q103187381|1003612
Q103197811|1003613
Q103198272|1003614
Q103194394|1003615
Q103177486|1003616
Q103186728|1003617
Q103198715|1003618
Q103188389|1003619
Q103150627|1003620
Q103194499|1003621
Q103138164|1003622
Q103190633|1003623
Q103159200|1003624
Q103173059|1003625
Q103172272|1003626
Q103189117|1003627
Q103162232|1003628
Q103146531|1003629
Q103158764|1003630
Q103195882|1003631
Q103176475|1003632
Q103157813|1003633
Q103160566|1003634
Q103144124|1003635
Q103138276|1003636
Q103145451|1003637
Q103139842|1003638
Q103185356|1003640
Q103146902|1003641
Q103162907|1003642
Q103163046|1003643
Q103194939|1003644
Q103161318|1003645
Q103199958|1003647
Q103195405|1003648
Q103158672|1003649
Q103138752|1003651
Q103164176|1003652
Q103159507|1003653
Q103195137|1003654
Q103195943|1003655
Q103159649|1003656
Q103143795|1003657
Q103198248|1003658
Q103200234|1003660
Q103190238|1003661
Q103192169|1003662
Q103171767|1003663
Q103197044|1003664
Q103190075|1003665
Q103190600|1003666
Q103162321|1003668
Q103199429|1003669
Q103185548|1003670
Q103158643|1003671
Q103176469|1003672
Q103161293|1003673
Q103189776|1003674
Q103160953|1003675
Q103193979|1003677
Q103162737|1003679
Q103181319|1003680
Q103141127|1003681
Q103148779|1003682
Q103159840|1003683
Q103188404|1003684
Q103182662|1003685
Q103159946|1003686
Q103163728|1003687
Q103197651|1003688
Q103187252|1003690
Q103197593|1003691
Q103162047|1003692
Q103143540|1003695
Q103179028|1003696
Q103197569|1003697
Q103146010|1003698
Q103194028|1003699
Q103163125|1003700
Q103161990|1003701
Q103163147|1003703
Q103146686|1003704
Q103145730|1003706
Q103146706|1003707
Q103198225|1003708
Q103162659|1003710
Q103172313|1003711
Q103163371|1003712
Q103165187|1003713
Q103165167|1003714
Q103187306|1003716
Q103145269|1003718
Q103178695|1003719
Q103160943|1003720
Q103199949|1003721
Q103196842|1003723
Q103163391|1003724
Q103160373|1003725
Q103196611|1003726
Q103166207|1003727
Q103183184|1003728
Q103181300|1003729
Q103175643|1003730
Q103188654|1003731
Q103162630|1003733
Q103197628|1003735
Q103160150|1003736
Q103190461|1003737
Q103173381|1003738
Q103194928|1003739
Q103186319|1003740
Q103198527|1003741
Q103161242|1003742
Q103187804|1003743
Q103198323|1003745
Q103197331|1003746
Q103178839|1003747
Q103181052|1003748
Q103180850|1003749
Q103198572|1003750
Q103162567|1003751
Q103163859|1003753
Q103199358|1003754
Q103145481|1003755
Q103183306|1003756
Q103197280|1003757
Q103200045|1003758
Q103171947|1003759
Q103181446|1003760
Q102766933|1003761
Q103160303|1003762
Q103199244|1003763
Q103162363|1003764
Q103187694|1003765
Q103192094|1003766
Q103166092|1003767
Q103197460|1003769
Q103164499|1003770
Q103141249|1003771
Q103159483|1003772
Q103162220|1003773
Q103196955|1003774
Q103200245|1003775
Q103161342|1003776
Q103194752|1003777
Q103188863|1003778
Q103188923|1003779
Q103165209|1003780
Q103159540|1003781
Q103154452|1003782
Q103177179|1003783
Q103199487|1003784
Q103165200|1003785
Q103143617|1003786
Q103145415|1003787
Q103181258|1003788
Q103183001|1003789
Q103196315|1003790
Q103197082|1003791
Q103159966|1003792
Q103151275|1003793
Q103197709|1003794
Q103159082|1003795
Q103145282|1003796
Q103162942|1003797
Q103187541|1003799
Q103195269|1003800
Q103159912|1003801
Q103163974|1003802
Q103155915|1003804
Q103138105|1003805
Q103188303|1003806
Q103179714|1003807
Q103191474|1003809
Q103139701|1003810
Q103172923|1003811
Q103162946|1003812
Q103198389|1003813
Q103141163|1003814
Q103168943|1003815
Q103183776|1003816
Q103145244|1003817
Q103163933|1003818
Q103196664|1003819
Q103199603|1003820
Q103145650|1003822
Q103187215|1003823
Q103199763|1003824
Q103182377|1003825
Q103188460|1003826
Q103160344|1003827
Q103178986|1003828
Q103194659|1003829
Q103194312|1003830
Q103165951|1003831
Q103191682|1003832
Q103161480|1003833
Q103196104|1003834
Q103163540|1003835
Q103185123|1003836
Q103142130|1003837
Q103160175|1003838
Q103163294|1003839
Q103192652|1003840
Q103200376|1003842
Q103186793|1003843
Q103138621|1003844
Q103200357|1003845
Q103193533|1003847
Q103198420|1003848
Q103190278|1003849
Q103160638|1003850
Q103192414|1003851
Q103162287|1003852
Q103154673|1003853
Q103198057|1003854
Q103195973|1003856
Q103199909|1003857
Q103164660|1003858
Q103187561|1003859
Q103192524|1003860
Q103191060|1003861
Q103196035|1003862
Q103197583|1003863
Q103191462|1003865
Q103187524|1003866
Q103143434|1003867
Q103164171|1003869
Q103199007|1003870
Q103199612|1003871
Q103176178|1003872
Q103150644|1003873
Q103195857|1003874
Q103143903|1003875
Q103195697|1003876
Q103171297|1003877
Q103163022|1003878
Q103158297|1003879
Q103155707|1003881
Q103162058|1003882
Q103162095|1003883
Q103142209|1003885
Q103189342|1003886
Q103138178|1003889
Q103188516|1003890
Q103182330|1003891
Q103164670|1003892
Q103161370|1003893
Q103143972|1003894
Q103159867|1003895
Q103139680|1003896
Q103160782|1003897
Q103187820|1003898
Q103200298|1003899
Q103195819|1003900
Q103190666|1003901
Q103159211|1003902
Q103180297|1003903
Q103180327|1003904
Q103193377|1003906
Q103185611|1003907
Q103158261|1003908
Q103160399|1003909
Q103194579|1003910
Q103190453|1003911
Q103193748|1003912
Q103199329|1003913
Q103158825|1003915
Q103146197|1003916
Q103194851|1003918
Q103155877|1003919
Q103160591|1003920
Q103145345|1003921
Q103143664|1003922
Q103190848|1003923
Q103159378|1003924
Q103194948|1003925
Q103148955|1003926
Q103192073|1003927
Q103187895|1003929
Q103187094|1003930
Q103175841|1003931
Q103158546|1003933
Q103143459|1003934
Q103160025|1003935
Q103161429|1003936
Q103188784|1003937
Q103198682|1003938
Q103200466|1003939
Q103161504|1003940
Q103143412|1003941
Q103161359|1003943
Q103192086|1003944
Q103156058|1003945
Q103198851|1003946
Q103197546|1003947
Q103192110|1003948
Q103162303|1003950
Q103190607|1003951
Q103200344|1003952
Q103162263|1003953
Q103170477|1003954
Q103198601|1003955
Q103155084|1003956
Q103194905|1003958
Q103162393|1003959
Q103187746|1003960
Q103163423|1003961
Q103187293|1003962
Q103143991|1003963
Q103164003|1003964
Q103179755|1003965
Q103198580|1003966
Q103194209|1003967
Q103164189|1003968
Q103191382|1003971
Q103163470|1003972
Q103154757|1003973
Q103161933|1003974
Q103188188|1003975
Q103143761|1003976
Q103190089|1003977
Q103141270|1003978
Q103198220|1003979
Q103145688|1003980
Q103158819|1003981
Q103174758|1003982
Q103196261|1003983
Q103198823|1003984
Q103195334|1003985
Q103164594|1003986
Q103175936|1003987
Q103138601|1003988
Q103162615|1003989
Q103198816|1003990
Q103209771|1003991
Q103191762|1003992
Q103193333|1003994
Q103181478|1003995
Q103160906|1003996
Q103192643|1003997
Q103161593|1003998
Q103164289|1003999
Q103194673|1004000
Q103189466|1004002
Q103163573|1004003
Q103197485|1004004
Q103189786|1004005
Q103189213|1004006
Q103199574|1004007
Q103188761|1004008
Q103143733|1004009
Q103198201|1004010
Q103196795|1004011
Q103190745|1004012
Q103190895|1004013
Q103172798|1004014
Q103161273|1004015
Q103150671|1004016
Q103195366|1004017
Q103199984|1004019
Q103176889|1004020
Q103175435|1004021
Q103164078|1004022
Q103146109|1004024
Q103164371|1004025
Q103155697|1004026
Q103187731|1004027
Q103148147|1004028
Q103174978|1004029
Q103175109|1004030
Q103167149|1004031
Q103148678|1004032
Q103199032|1004033
Q103189262|1004034
Q103186295|1004035
Q103144145|1004036
Q103160296|1004037
Q103189352|1004038
Q103195736|1004039
Q103197773|1004041
Q103160209|1004042
Q103172453|1004043
Q103161640|1004044
Q103163319|1004045
Q103191749|1004046
Q103198809|1004048
Q103159784|1004049
Q103141922|1004051
Q103197472|1004052
Q103176252|1004053
Q103187086|1004054
Q103161478|1004055
Q103161676|1004056
Q103163329|1004057
Q103176196|1004058
Q103199271|1004059
Q103177361|1004060
Q103172114|1004061
Q103162767|1004062
Q103199692|1004063
Q103198931|1004064
Q103159831|1004065
Q103163807|1004066
Q103182052|1004067
Q103167111|1004068
Q103174188|1004069
Q103198096|1004071
Q103199694|1004072
Q103146142|1004073
Q103194743|1004074
Q103190823|1004075
Q103162337|1004076
Q103148806|1004077
Q103159932|1004080
Q103178948|1004081
Q103157668|1004082
Q103181967|1004083
Q103200147|1004084
Q103200353|1004085
Q103172149|1004086
Q103194591|1004087
Q103161230|1004088
Q103181981|1004089
Q103198752|1004090
Q103148586|1004091
Q103193612|1004092
Q103190510|1004093
Q103146037|1004094
Q103199043|1004095
Q103197869|1004096
Q103163600|1004098
Q103154850|1004099
Q103195996|1004100
Q103159502|1004101
Q103159361|1004102
Q103163240|1004103
Q103187590|1004104
Q103160119|1004105
Q103158747|1004106
Q103145290|1004107
Q103163759|1004108
Q103145682|1004109
Q103140397|1004110
Q103159042|1004111
Q103199963|1004113
Q103155589|1004114
Q103140897|1004115
Q103188846|1004116
Q103145599|1004117
Q103199916|1004118
Q103160982|1004119
Q103160751|1004120
Q103138654|1004121
Q103190099|1004122
Q103158854|1004123
Q103159455|1004124
Q103187277|1004125
Q103161077|1004127
Q103142081|1004128
Q103198412|1004129
Q103200281|1004130
Q103158149|1004131
Q103174401|1004132
Q103159634|1004133
Q103196778|1004134
Q103189638|1004135
Q103149089|1004136
Q103187022|1004137
Q103141435|1004139
Q103145934|1004140
Q103195988|1004141
Q103161434|1004142
Q103159954|1004143
Q103146876|1004144
Q103189180|1004145
Q103189474|1004147
Q103139539|1004148
Q103186571|1004149
Q103162151|1004150
Q103195383|1004151
Q103191516|1004152
Q103194407|1004153
Q103194769|1004155
Q103190689|1004156
Q103160431|1004157
Q103162892|1004158
Q103200115|1004159
Q103172633|1004160
Q103140263|1004161
Q103194015|1004162
Q103141182|1004163
Q103146319|1004164
Q103182143|1004165
Q103145355|1004166
Q103193588|1004167
Q103161010|1004168
Q103178538|1004169
Q103145772|1004170
Q103161794|1004171
Q103192761|1004173
Q103163280|1004174
Q103151293|1004175
Q103158802|1004176
Q103159341|1004177
Q103160968|1004178
Q103161557|1004179
Q103161391|1004180
Q103162572|1004181
Q103198296|1004182
Q103161134|1004183
Q103162226|1004186
Q103185790|1004187
Q103165126|1004188
Q103162528|1004189
Q103200484|1004190
Q103200080|1004191
Q103191356|1004192
Q103191867|1004193
Q103187611|1004194
Q103140950|1004195
Q103150525|1004196
Q103188631|1004198
Q103164413|1004199
Q103192904|1004200
Q103141569|1004201
Q103194180|1004202
Q103158218|1004203
Q103187673|1004204
Q103183165|1004205
Q103158906|1004206
Q103141115|1004207
Q103161745|1004208
Q103146167|1004209
Q103157873|1004210
Q103182621|1004211
Q103192724|1004212
Q103145299|1004213
Q103188576|1004214
Q103194881|1004215
Q103171868|1004216
Q103197325|1004217
Q103200242|1004219
Q103159151|1004220
Q103200000|1004221
Q103181111|1004222
Q103163352|1004223
Q103138677|1004224
Q103188897|1004225
Q103175064|1004226
Q103163057|1004227
Q103177260|1004228
Q103189623|1004230
Q103141467|1004231
Q103199321|1004232
Q103181688|1004233
Q103160444|1004234
Q103192399|1004237
Q103183903|1004238
Q103161387|1004239
Q103150695|1004240
Q103158697|1004241
Q103186688|1004242
Q103160048|1004243
Q103184723|1004244
Q103164697|1004245
Q103198472|1004246
Q103159566|1004247
Q103148096|1004248
Q103185264|1004249
Q103199931|1004251
Q103190188|1004252
Q103142157|1004253
Q103187569|1004254
Q103199482|1004255
Q103199173|1004256
Q103198840|1004258
Q103138522|1004260
Q103186700|1004261
Q103192293|1004262
Q103200447|1004263
Q103159060|1004264
Q103187221|1004265
Q103161396|1004266
Q103162975|1004267
Q103191651|1004268
Q103198736|1004269
Q103196533|1004270
Q103151263|1004271
Q103160311|1004272
Q103177871|1004273
Q103149271|1004274
Q103190016|1004275
Q103146390|1004276
Q103200030|1004277
Q103138215|1004278
Q103148617|1004279
Q103181206|1004280
Q103160279|1004281
Q103160844|1004282
Q103160988|1004283
Q103161472|1004284
Q103182978|1004285
Q103166198|1004286
Q103146001|1004287
Q103164427|1004288
Q103163326|1004289
Q103164253|1004290
Q103185618|1004291
Q103160154|1004293
Q103193034|1004294
Q103197384|1004295
Q103199405|1004296
Q103166125|1004298
Q103163050|1004299
Q103163655|1004300
Q103193193|1004301
Q103164725|1004302
Q103159994|1004303
Q103146188|1004305
Q103196158|1004306
Q103193627|1004308
Q103200417|1004309
Q103200260|1004310
Q103161412|1004312
Q103159064|1004313
Q103176382|1004315
Q103146231|1004316
Q103181506|1004318
Q103162013|1004320
Q103195657|1004321
Q103158918|1004322
Q103197904|1004324
Q103161306|1004325
Q103164147|1004326
Q103146153|1004327
Q103177099|1004328
Q103149058|1004329
Q103163899|1004330
Q103193010|1004332
Q103159331|1004333
Q103168986|1004334
Q103189830|1004338
Q103189856|1004339
Q103193156|1004340
Q103161598|1004341
Q103194093|1004342
Q103186709|1004343
Q103192814|1004344
Q103160414|1004345
Q103163185|1004346
Q103158893|1004347
Q103200243|1004348